shipment_id,sale_id,origin_store_id,destination_address,transport_mode,carrier,departure_date,arrival_date,status,distance,cost
10815,12032,10,"к. Усть-Джегута, бул. Шевченко, д. 9/2, 642019",Морской,ТрансЛогистик,2023-11-07 14:20:00,2023-11-09 11:20:00,Доставлено,757,865.48
10816,12033,7,"к. Ставрополь, наб. Хвойная, д. 5/4, 247717",Авиа,ТрансЛогистик,2023-09-29 01:56:00,2023-09-30 07:56:00,Доставлено,838,629.17
10817,12034,1,"к. Томари, ул. Поселковая, д. 3/4 к. 26, 794674",ЖД,ЛогистикПро,2023-11-18 18:20:00,2023-11-21 06:20:00,Доставлено,740,793.58
10818,12035,7,"г. Луга, бул. Тупиковый, д. 8 к. 82, 824361",Авиа,ТрансЛогистик,2023-03-19 02:31:00,2023-03-22 01:31:00,Доставлено,420,649.98
10819,12036,5,"клх Гагарин, пер. Деповский, д. 74, 251569",Грузовик,ЭкспрессДоставка,2023-06-12 23:43:00,2023-06-14 21:43:00,Доставлено,236,309.66
10820,12038,4,"ст. Лодейное Поле, ш. Кольцова, д. 2, 603227",Грузовик,ЛогистикПро,2023-03-18 09:31:00,2023-03-19 02:31:00,Доставлено,175,125.81
10821,12039,7,"п. Ковров, ш. Омское, д. 3 стр. 48, 343258",ЖД,ЛогистикПро,2023-03-29 00:58:00,2023-03-30 12:58:00,Доставлено,26,24.0
10822,12040,10,"ст. Зеленогорск (Ленин.), алл. Клубная, д. 543, 848827",Авиа,ТрансЛогистик,2023-04-08 15:34:00,2023-04-08 22:34:00,Доставлено,130,89.81
10823,12041,6,"г. Терней, пр. Островского, д. 3/5 стр. 7/9, 814773",Морской,ТрансЛогистик,2023-07-18 18:19:00,2023-07-19 21:19:00,Доставлено,266,140.64
10824,12042,5,"к. Руза, бул. Льва Толстого, д. 6/2 к. 3/7, 367508",ЖД,ЭкспрессДоставка,2023-05-23 07:36:00,2023-05-26 04:36:00,Доставлено,669,851.04
10825,12045,3,"клх Устюжна, ш. Специалистов, д. 749 к. 3, 306173",Авиа,ТрансЛогистик,2023-12-03 09:51:00,2023-12-06 09:51:00,Доставлено,447,390.2
10826,12046,4,"ст. Калач-на-Дону, пр. Коллективный, д. 7, 263601",Морской,ЭкспрессДоставка,2023-12-16 03:37:00,2023-12-17 18:37:00,Доставлено,507,647.8
10827,12047,7,"клх Объячево, ул. Ключевая, д. 9/8 к. 8, 924170",Грузовик,ЛогистикПро,2023-01-22 01:24:00,2023-01-23 20:24:00,Доставлено,866,1644.14
10828,12048,10,"к. Двинской, наб. Советской Армии, д. 1 стр. 431, 995122",Грузовик,ЭкспрессДоставка,2023-09-20 16:20:00,2023-09-21 22:20:00,Доставлено,199,163.36
10829,12049,8,"к. Набережные Челны, пер. Тепличный, д. 772, 059595",ЖД,ЛогистикПро,2023-05-24 08:37:00,2023-05-25 22:37:00,Доставлено,647,925.43
10830,12050,6,"с. Бомнак, ул. Тракторная, д. 92, 668392",Авиа,ЭкспрессДоставка,2023-05-11 01:51:00,2023-05-11 18:51:00,Доставлено,367,464.13
10831,12051,10,"ст. Александровск-Сахалинский, бул. Серова, д. 458 к. 9, 073972",Авиа,ТрансЛогистик,2023-02-20 14:53:00,2023-02-23 14:53:00,Доставлено,196,110.62
10832,12052,5,"г. Яр-Сале, алл. Морская, д. 170, 180227",Авиа,ТрансЛогистик,2023-09-18 08:11:00,2023-09-19 19:11:00,Доставлено,466,249.47
10833,12053,10,"д. Абинск, пр. Подлесный, д. 6/5 стр. 6/1, 984706",Грузовик,ЛогистикПро,2023-02-27 11:42:00,2023-02-28 12:42:00,Доставлено,434,682.71
10834,12054,8,"г. Шатура, пер. Западный, д. 39 к. 20, 544027",ЖД,ЭкспрессДоставка,2023-02-01 03:01:00,2023-02-01 05:01:00,Доставлено,899,675.72
10835,12055,7,"д. Тюмень, наб. 8 Марта, д. 4, 342484",Авиа,ТрансЛогистик,2023-04-02 11:56:00,2023-04-05 05:56:00,Доставлено,405,219.43
10836,12056,8,"г. Фатеж, алл. Украинская, д. 2 к. 61, 645929",ЖД,ЭкспрессДоставка,2023-04-22 23:36:00,2023-04-25 19:36:00,Доставлено,25,36.76
10837,12057,4,"клх Верхний Уфалей, бул. Малый, д. 8/6 к. 9/2, 483785",Грузовик,ЛогистикПро,2023-09-17 08:18:00,2023-09-17 11:18:00,Доставлено,987,984.72
10838,12058,2,"к. Павловский Посад, пр. Приозерный, д. 7/6 стр. 5/3, 462730",ЖД,ЛогистикПро,2023-04-30 15:02:00,2023-05-02 14:02:00,Доставлено,177,349.97
10839,12059,1,"клх Ямбург, наб. Николаева, д. 8, 760656",Морской,ЭкспрессДоставка,2023-02-22 02:17:00,2023-02-23 12:17:00,Доставлено,611,322.12
10840,12061,2,"клх Красноярск, бул. Озерный, д. 1 стр. 156, 891423",Авиа,ЭкспрессДоставка,2023-04-26 02:09:00,2023-04-27 23:09:00,Доставлено,324,273.54
10841,12062,10,"д. Калачинск, наб. Войкова, д. 5 стр. 18, 094359",Морской,ЭкспрессДоставка,2023-06-18 21:30:00,2023-06-20 13:30:00,Доставлено,14,24.72
10842,12063,3,"п. Усть-Илимск, пр. Новостройка, д. 623, 770027",ЖД,ТрансЛогистик,2023-12-06 09:52:00,2023-12-09 09:52:00,Доставлено,665,752.98
10843,12064,3,"к. Салават, пер. Гаражный, д. 39 к. 93, 233356",Грузовик,ЭкспрессДоставка,2023-05-31 21:55:00,2023-06-01 08:55:00,Доставлено,319,247.11
10844,12065,6,"с. Палана, пер. Поперечный, д. 41 стр. 85, 953483",Морской,ТрансЛогистик,2023-03-03 23:41:00,2023-03-04 18:41:00,Доставлено,414,750.88
10845,12066,8,"п. Пушкин, пр. Высокий, д. 360, 021290",Морской,ТрансЛогистик,2023-12-20 01:07:00,2023-12-21 15:07:00,Доставлено,39,24.96
10846,12067,8,"г. Буденновск, алл. Трактовая, д. 50, 387317",Авиа,ТрансЛогистик,2023-11-07 20:55:00,2023-11-08 15:55:00,Доставлено,170,179.53
10847,12068,10,"п. Уссурийск, пер. Боровой, д. 56, 932312",Морской,ЭкспрессДоставка,2023-07-28 09:01:00,2023-07-30 06:01:00,Доставлено,850,425.16
10848,12069,10,"п. Малоярославец, ш. Мира, д. 1/9 стр. 695, 343426",ЖД,ТрансЛогистик,2023-02-25 14:17:00,2023-02-28 11:17:00,Доставлено,154,202.51
10849,12070,7,"с. Барнаул, наб. Полярная, д. 107 стр. 4, 084655",Авиа,ТрансЛогистик,2023-08-11 23:28:00,2023-08-12 19:28:00,Доставлено,8,13.99
10850,12071,8,"ст. Мезень, пер. Средний, д. 805 стр. 3/5, 463805",ЖД,ЛогистикПро,2023-12-08 12:07:00,2023-12-10 17:07:00,Доставлено,796,1403.07
10851,12073,6,"клх Верхнее Пенжино, алл. Нагорная, д. 77 стр. 2, 120638",Грузовик,ТрансЛогистик,2023-07-28 12:42:00,2023-07-31 11:42:00,Доставлено,154,303.18
10852,12074,8,"с. Двинской, бул. Огородный, д. 6 к. 7/9, 075789",Грузовик,ЛогистикПро,2023-03-16 21:40:00,2023-03-18 00:40:00,Доставлено,557,619.3
10853,12075,10,"д. Медногорск, ул. Заовражная, д. 19 стр. 75, 998747",ЖД,ЛогистикПро,2023-11-12 21:12:00,2023-11-14 18:12:00,Доставлено,36,61.95
10854,12076,10,"клх Тосно, пр. Сельский, д. 179, 694061",Авиа,ЛогистикПро,2023-04-08 15:49:00,2023-04-08 16:49:00,Доставлено,13,11.13
10855,12077,8,"ст. Тайшет, бул. Алтайский, д. 91, 631786",ЖД,ЭкспрессДоставка,2023-11-29 01:42:00,2023-12-01 07:42:00,Доставлено,550,748.19
10856,12078,1,"ст. Кущевская, алл. Пригородная, д. 59 стр. 8/1, 970356",Авиа,ЭкспрессДоставка,2023-11-09 15:08:00,2023-11-12 13:08:00,Доставлено,832,1211.3
10857,12079,1,"с. Бугуруслан, пр. Мая 1, д. 8 к. 1, 558088",Морской,ТрансЛогистик,2023-01-28 00:40:00,2023-01-30 23:40:00,Доставлено,12,19.0
10858,12080,7,"клх Лазаревское, пер. Толстого, д. 8/9, 671247",ЖД,ЭкспрессДоставка,2023-06-29 14:44:00,2023-06-30 23:44:00,Доставлено,6,5.82
10859,12081,2,"к. Кижи, наб. Гвардейская, д. 8 к. 8, 929863",Морской,ЛогистикПро,2023-08-06 16:53:00,2023-08-07 04:53:00,Доставлено,564,483.62
10860,12082,9,"с. Псков, наб. Ягодная, д. 937 к. 6/1, 127844",Грузовик,ЭкспрессДоставка,2023-08-26 23:19:00,2023-08-27 04:19:00,Доставлено,924,1277.32
10861,12083,4,"г. Плесецк, пр. Степной, д. 7, 921877",ЖД,ТрансЛогистик,2023-02-19 12:01:00,2023-02-21 14:01:00,Доставлено,175,265.45
10862,12084,10,"с. Щелково, ш. 9 Января, д. 455 стр. 65, 354587",Морской,ЛогистикПро,2023-03-08 14:51:00,2023-03-10 14:51:00,Доставлено,530,359.15
10863,12085,6,"п. Щелково, пер. Бульварный, д. 9/2 к. 2, 004346",Морской,ТрансЛогистик,2023-11-30 02:10:00,2023-12-02 07:10:00,Доставлено,654,376.89
10864,12086,2,"ст. Приозерск, наб. Солнечная, д. 25 стр. 67, 320462",Грузовик,ЛогистикПро,2023-01-23 16:42:00,2023-01-25 22:42:00,Доставлено,782,1442.89
10865,12087,1,"клх Набережные Челны, пр. Кочубея, д. 6 к. 3/1, 893010",ЖД,ТрансЛогистик,2023-07-22 22:27:00,2023-07-25 05:27:00,Доставлено,414,579.98
10866,12088,6,"ст. Голицыно, наб. Прибрежная, д. 3/1 к. 472, 135618",Авиа,ЛогистикПро,2023-10-10 18:52:00,2023-10-11 03:52:00,Доставлено,670,351.63
10867,12090,10,"г. Березники, наб. Курчатова, д. 62 к. 73, 017897",Морской,ЭкспрессДоставка,2023-10-07 03:22:00,2023-10-09 23:22:00,Доставлено,599,851.36
10868,12091,9,"г. Мирный, ш. Лесозаводское, д. 16, 322650",Морской,ЛогистикПро,2023-05-18 05:09:00,2023-05-20 02:09:00,Доставлено,745,1437.5
10869,12092,7,"к. Сургут (Хант.), алл. Верхняя, д. 263 стр. 66, 168720",Авиа,ЭкспрессДоставка,2023-08-08 15:50:00,2023-08-10 14:50:00,Доставлено,580,626.18
10870,12093,10,"с. Яхрома, бул. Хуторской, д. 309, 658017",Морской,ТрансЛогистик,2023-06-14 00:03:00,2023-06-14 09:03:00,Доставлено,492,285.1
10871,12094,3,"п. Кашира, пер. Терешковой, д. 71 стр. 1/5, 955175",Авиа,ЛогистикПро,2023-08-11 03:41:00,2023-08-13 03:41:00,Доставлено,153,233.95
10872,12095,3,"клх Северодвинск, пр. К.Маркса, д. 902, 607627",Грузовик,ЛогистикПро,2023-06-25 19:16:00,2023-06-27 08:16:00,Доставлено,68,131.46
10873,12096,4,"д. Эльтон, бул. Стахановский, д. 7/5 стр. 4/2, 736860",Авиа,ТрансЛогистик,2023-11-15 04:26:00,2023-11-18 04:26:00,Доставлено,14,13.65
10874,12098,7,"г. Бугульма, пр. Гвардейский, д. 92 к. 5, 030372",Морской,ТрансЛогистик,2023-12-28 19:35:00,2023-12-31 12:35:00,Доставлено,546,938.31
10875,12099,10,"ст. Краснодар, ул. Попова, д. 247 к. 5/1, 220630",Грузовик,ЭкспрессДоставка,2023-08-31 02:21:00,2023-08-31 18:21:00,Доставлено,119,159.7
10876,12100,8,"п. Ивдель, наб. Проточная, д. 642 к. 30, 215698",Грузовик,ЭкспрессДоставка,2023-11-10 16:43:00,2023-11-12 03:43:00,Доставлено,644,1109.34
10877,12101,6,"д. Москва, МГУ, ш. Шоссейное, д. 98, 278019",Морской,ЭкспрессДоставка,2023-03-16 20:07:00,2023-03-17 02:07:00,Доставлено,931,612.29
10878,12102,1,"ст. Тырныауз, алл. Саратовская, д. 1, 538551",ЖД,ТрансЛогистик,2023-10-16 18:06:00,2023-10-19 13:06:00,Доставлено,831,633.44
10879,12103,10,"п. Нефедова, алл. Павлика Морозова, д. 37 стр. 407, 412665",Авиа,ТрансЛогистик,2023-04-25 09:22:00,2023-04-27 22:22:00,Доставлено,901,1548.51
10880,12104,10,"ст. Североморск, алл. Стахановская, д. 436 к. 27, 551124",ЖД,ТрансЛогистик,2023-10-06 14:52:00,2023-10-09 02:52:00,Доставлено,280,377.22
10881,12105,10,"п. Каневская, ш. Мелиораторов, д. 56 стр. 852, 076958",Морской,ЭкспрессДоставка,2023-11-11 01:08:00,2023-11-12 03:08:00,Доставлено,932,585.88
10882,12106,3,"г. Ребриха, ул. Братская, д. 36, 354100",Грузовик,ТрансЛогистик,2023-09-16 20:41:00,2023-09-19 17:41:00,Доставлено,399,509.97
10883,12107,9,"г. Азов (Рост.), ш. Безымянное, д. 93 к. 7, 641736",Морской,ТрансЛогистик,2023-03-02 05:45:00,2023-03-03 04:45:00,Доставлено,764,962.97
10884,12108,5,"к. Борзя, алл. Чайковского, д. 3/9 к. 3/5, 347510",ЖД,ЭкспрессДоставка,2023-09-15 12:44:00,2023-09-16 16:44:00,Доставлено,697,777.36
10885,12109,6,"клх Якутск, ш. Серафимовича, д. 5, 242366",Морской,ЛогистикПро,2023-11-26 12:25:00,2023-11-27 10:25:00,Доставлено,421,582.23
10886,12110,1,"с. Кижи, наб. Дзержинского, д. 4 стр. 17, 972898",Авиа,ТрансЛогистик,2023-11-11 19:00:00,2023-11-13 22:00:00,Доставлено,853,1345.27
10887,12111,10,"г. Радужный, ш. Индустриальное, д. 917 стр. 745, 523644",ЖД,ЛогистикПро,2023-05-11 06:21:00,2023-05-11 21:21:00,Доставлено,765,486.0
10888,12112,5,"п. Усть-Кут, пр. Хуторской, д. 2/4 стр. 8/1, 264234",Морской,ЭкспрессДоставка,2023-08-12 14:46:00,2023-08-14 04:46:00,Доставлено,534,323.85
10889,12113,4,"д. Киржач, пер. Лесхозный, д. 6/3, 777529",Грузовик,ЭкспрессДоставка,2023-02-10 23:52:00,2023-02-11 20:52:00,Доставлено,320,364.63
10890,12114,7,"г. Кулунда, наб. Рабочая, д. 2 к. 84, 331229",Грузовик,ЭкспрессДоставка,2023-12-24 12:49:00,2023-12-26 14:49:00,Доставлено,554,348.97
10891,12115,1,"ст. Муравленко, пер. Марта 8, д. 1/8, 715647",ЖД,ТрансЛогистик,2023-01-18 09:56:00,2023-01-19 02:56:00,Доставлено,599,554.38
10892,12116,3,"клх Куртамыш, пр. Макарова, д. 4 стр. 732, 391931",Авиа,ТрансЛогистик,2023-12-28 00:36:00,2023-12-29 23:36:00,Доставлено,880,843.93
10893,12117,1,"п. Сеймчан, пр. Станиславского, д. 98, 552309",Грузовик,ТрансЛогистик,2023-10-31 13:17:00,2023-11-01 03:17:00,Доставлено,893,1349.75
10894,12118,10,"ст. Якутск, бул. Коммуны, д. 286 стр. 3, 883740",ЖД,ЛогистикПро,2023-05-19 22:05:00,2023-05-21 07:05:00,Доставлено,789,1520.46
10895,12119,5,"ст. Кинешма, пр. Достоевского, д. 4, 250396",Грузовик,ЛогистикПро,2023-02-07 07:51:00,2023-02-09 17:51:00,Доставлено,616,1186.2
10896,12120,9,"с. Анапа, наб. Смирнова, д. 5/6, 505576",Грузовик,ТрансЛогистик,2023-10-26 14:57:00,2023-10-28 19:57:00,Доставлено,963,1713.59
10897,12121,10,"с. Тихвин, ш. Громова, д. 17 к. 2, 382371",Морской,ТрансЛогистик,2023-04-05 18:15:00,2023-04-07 02:15:00,Доставлено,142,137.94
10898,12122,5,"клх Жуковский, пр. Жукова, д. 7/9 к. 8/1, 566664",Грузовик,ТрансЛогистик,2023-12-08 21:56:00,2023-12-11 05:56:00,Доставлено,843,1169.15
10899,12123,8,"ст. Объячево, ул. Володарского, д. 6, 660193",Авиа,ЛогистикПро,2023-03-21 18:58:00,2023-03-22 11:58:00,Доставлено,950,1875.85
10900,12124,8,"г. Воронеж, наб. Войкова, д. 4 стр. 295, 189894",ЖД,ЭкспрессДоставка,2023-04-23 02:54:00,2023-04-23 04:54:00,Доставлено,646,721.4
10901,12125,1,"г. Мелеуз, алл. Чехова, д. 96 к. 719, 543307",Грузовик,ТрансЛогистик,2023-11-28 14:01:00,2023-11-29 15:01:00,Доставлено,146,115.33
10902,12126,1,"клх Печенга, наб. Мусы Джалиля, д. 31 к. 7, 964478",ЖД,ТрансЛогистик,2023-08-15 19:41:00,2023-08-16 20:41:00,Доставлено,858,1061.36
10903,12127,7,"к. Малая Вишера, алл. Калинина, д. 704 к. 9/5, 568361",Морской,ТрансЛогистик,2023-02-04 18:12:00,2023-02-05 06:12:00,Доставлено,329,637.97
10904,12128,7,"с. Лесной (Сверд.), бул. Жукова, д. 2/9 стр. 32, 439972",ЖД,ЛогистикПро,2023-09-17 23:58:00,2023-09-19 15:58:00,Доставлено,813,1311.83
10905,12129,7,"к. Поронайск, наб. Курганная, д. 63 к. 20, 871343",Грузовик,ЭкспрессДоставка,2023-06-23 04:53:00,2023-06-23 10:53:00,Доставлено,979,1315.54
10906,12130,3,"клх Асбест, алл. Пригородная, д. 7 к. 408, 218100",Грузовик,ТрансЛогистик,2023-06-28 08:10:00,2023-06-28 22:10:00,Доставлено,529,705.6
10907,12131,8,"клх Юрьевец (Иван.), алл. Аэродромная, д. 9 к. 162, 878343",ЖД,ЭкспрессДоставка,2023-09-16 19:46:00,2023-09-17 11:46:00,Доставлено,691,1059.59
10908,12132,6,"с. Мирный, алл. Бульварная, д. 939, 646099",Авиа,ТрансЛогистик,2023-03-23 08:06:00,2023-03-25 03:06:00,Доставлено,865,1307.32
10909,12133,10,"д. Смирных, ул. 9 Января, д. 5 стр. 7, 807848",Грузовик,ТрансЛогистик,2023-07-12 13:53:00,2023-07-12 21:53:00,Доставлено,110,182.37
10910,12134,5,"ст. Кунгур, пр. Королева, д. 433 стр. 7/9, 034616",Авиа,ТрансЛогистик,2023-04-25 23:27:00,2023-04-27 18:27:00,Доставлено,375,315.07
10911,12135,10,"ст. Нефтекамск, бул. Кутузова, д. 60 к. 482, 245992",Морской,ЭкспрессДоставка,2023-01-26 00:18:00,2023-01-27 21:18:00,Доставлено,980,1480.99
10912,12136,7,"п. Кяхта, ш. Ушакова, д. 8/3, 782595",Грузовик,ЛогистикПро,2023-06-13 21:54:00,2023-06-14 06:54:00,Доставлено,854,934.68
10913,12137,3,"с. Шатки, ш. Крестьянское, д. 4/2 к. 67, 220249",Морской,ТрансЛогистик,2023-06-28 15:52:00,2023-06-28 19:52:00,Доставлено,25,18.27
10914,12138,2,"ст. Верхний Уфалей, наб. Курская, д. 7/6, 844495",Авиа,ЭкспрессДоставка,2023-08-23 23:57:00,2023-08-24 20:57:00,Доставлено,211,358.46
10915,12139,8,"п. Биробиджан, пр. Дорожников, д. 97 стр. 491, 780641",Грузовик,ЭкспрессДоставка,2023-07-26 23:18:00,2023-07-28 08:18:00,Доставлено,604,995.69
10916,12140,8,"г. Туруханск, наб. Высокая, д. 7 к. 347, 056174",Морской,ТрансЛогистик,2023-07-20 03:58:00,2023-07-20 17:58:00,Доставлено,635,461.1
10917,12141,2,"г. Оха, алл. Советская, д. 4/2 к. 9, 609250",Авиа,ЭкспрессДоставка,2023-06-24 21:09:00,2023-06-26 10:09:00,Доставлено,112,124.25
10918,12142,5,"к. Самара, пр. Тихий, д. 3/5, 951025",Грузовик,ЛогистикПро,2023-12-14 20:24:00,2023-12-15 15:24:00,Доставлено,478,496.03
10919,12143,9,"п. Кизел, ш. ДОС, д. 4/6 к. 4/8, 199951",Грузовик,ЭкспрессДоставка,2023-08-31 19:16:00,2023-09-01 19:16:00,Доставлено,783,1078.52
10920,12144,5,"г. Троицк (Челяб.), алл. Кутузова, д. 4 стр. 2/1, 232333",Авиа,ЛогистикПро,2023-03-04 18:58:00,2023-03-06 16:58:00,Доставлено,404,328.58
10921,12145,7,"к. Серафимович, ш. Челюскинцев, д. 6/6, 549598",Грузовик,ЛогистикПро,2023-12-18 15:48:00,2023-12-20 20:48:00,Доставлено,392,223.77
10922,12146,6,"к. Чокурдах, пр. Береговой, д. 6/4 к. 269, 582452",Морской,ТрансЛогистик,2023-07-25 11:00:00,2023-07-25 22:00:00,Доставлено,281,532.43
10923,12147,9,"г. Малоярославец, бул. Новгородский, д. 6/2 к. 347, 273990",ЖД,ТрансЛогистик,2023-05-05 17:22:00,2023-05-07 22:22:00,Доставлено,346,577.43
10924,12148,7,"ст. Славянск-на-Кубани, ш. Народное, д. 80 стр. 24, 975616",Грузовик,ЭкспрессДоставка,2023-02-28 15:07:00,2023-03-03 02:07:00,Доставлено,380,398.52
10925,12149,7,"ст. Ростов-на-Дону, ул. Магистральная, д. 3 к. 99, 436446",Морской,ТрансЛогистик,2023-08-05 22:52:00,2023-08-07 01:52:00,Доставлено,940,1292.76
10926,12150,8,"п. Калач, ш. Победа, д. 3, 588793",Авиа,ЛогистикПро,2023-10-20 16:38:00,2023-10-21 15:38:00,Доставлено,188,168.18
10927,12151,9,"клх Октябрьское (Челяб.), алл. Серова, д. 14 к. 4, 188862",Морской,ЭкспрессДоставка,2023-05-24 22:41:00,2023-05-27 22:41:00,Доставлено,178,91.46
10928,12152,10,"п. Кингисепп, пр. Запрудный, д. 68 стр. 184, 468455",Грузовик,ЛогистикПро,2023-04-27 11:18:00,2023-04-29 07:18:00,Доставлено,355,659.45
10929,12153,4,"ст. Батайск, наб. Республиканская, д. 1/4, 644028",ЖД,ТрансЛогистик,2023-11-04 06:32:00,2023-11-04 17:32:00,Доставлено,743,1395.98
10930,12154,1,"клх Кузнецк, пр. Северный, д. 70, 192717",Грузовик,ЭкспрессДоставка,2023-06-26 14:11:00,2023-06-29 10:11:00,Доставлено,292,150.2
10931,12155,1,"п. Тихорецк, бул. Камский, д. 1, 036094",Грузовик,ЛогистикПро,2023-09-12 22:49:00,2023-09-15 04:49:00,Доставлено,415,818.99
10932,12156,2,"г. Курумкан, ул. Фрунзе, д. 238, 531474",Авиа,ЭкспрессДоставка,2023-08-19 01:18:00,2023-08-19 07:18:00,Доставлено,558,534.9
10933,12158,2,"клх Осташков, алл. Октября, д. 28, 510712",Авиа,ТрансЛогистик,2023-01-29 08:03:00,2023-01-29 22:03:00,Доставлено,501,483.55
10934,12159,2,"к. Киров (Вятка), пр. Главный, д. 9/2 стр. 905, 362837",Морской,ЛогистикПро,2023-09-02 13:49:00,2023-09-05 13:49:00,Доставлено,501,255.14
10935,12160,3,"г. Усть-Кулом, алл. Морская, д. 8, 794672",ЖД,ТрансЛогистик,2023-04-20 12:47:00,2023-04-22 14:47:00,Доставлено,229,145.77
10936,12161,7,"к. Шатки, наб. Новая, д. 62, 979232",Грузовик,ЭкспрессДоставка,2023-04-15 13:59:00,2023-04-16 18:59:00,Доставлено,888,818.16
10937,12162,8,"п. Красноселькуп, ш. Набережное, д. 15 к. 193, 722062",ЖД,ЛогистикПро,2023-08-08 23:47:00,2023-08-10 09:47:00,Доставлено,857,1654.14
10938,12163,1,"д. Томпа, ш. Трактовое, д. 32 стр. 9, 296133",Грузовик,ТрансЛогистик,2023-11-10 04:56:00,2023-11-12 06:56:00,Доставлено,795,896.71
10939,12164,6,"с. Катав-Ивановск, бул. Профсоюзный, д. 472 стр. 9/6, 886994",Грузовик,ЛогистикПро,2023-11-19 02:25:00,2023-11-21 04:25:00,Доставлено,298,292.67
10940,12165,1,"к. Елец, наб. Тракторная, д. 4 стр. 9, 502624",Морской,ЛогистикПро,2023-07-15 13:35:00,2023-07-17 17:35:00,Доставлено,326,262.94
10941,12166,10,"клх Санкт-Петербург, ш. Ставропольское, д. 5/3, 500450",Морской,ЛогистикПро,2023-01-04 20:42:00,2023-01-06 03:42:00,Доставлено,128,223.52
10942,12168,2,"с. Южноуральск, ш. Мельничное, д. 5/9, 045676",Морской,ТрансЛогистик,2023-07-12 09:42:00,2023-07-12 10:42:00,Доставлено,822,805.43
10943,12169,2,"г. Шумиха, ш. Разина, д. 884 к. 7/5, 963410",ЖД,ТрансЛогистик,2023-03-08 21:49:00,2023-03-09 23:49:00,Доставлено,340,268.19
10944,12170,1,"к. Яшкуль, пр. Ленский, д. 322 к. 755, 732291",Грузовик,ЭкспрессДоставка,2023-04-02 09:31:00,2023-04-03 12:31:00,Доставлено,864,935.85
10945,12171,10,"клх Нефтекамск, ул. Сплавная, д. 9, 398444",ЖД,ЛогистикПро,2023-02-14 19:14:00,2023-02-15 14:14:00,Доставлено,176,180.14
10946,12172,4,"с. Ступино, бул. Лунный, д. 37 к. 60, 298618",Морской,ЭкспрессДоставка,2023-06-22 17:26:00,2023-06-24 16:26:00,Доставлено,706,925.71
10947,12173,6,"д. Александров Гай, бул. Волгоградский, д. 145 стр. 37, 569498",Авиа,ТрансЛогистик,2023-11-07 06:24:00,2023-11-08 09:24:00,Доставлено,965,1438.43
10948,12174,4,"д. Верхотурье, бул. Курортный, д. 2 стр. 6/9, 257929",Авиа,ЭкспрессДоставка,2023-03-23 17:43:00,2023-03-25 14:43:00,Доставлено,994,1688.72
10949,12175,1,"с. Серпухов, ш. Пролетарское, д. 4, 702108",ЖД,ЛогистикПро,2023-12-08 07:26:00,2023-12-11 07:26:00,Доставлено,210,264.03
10950,12176,3,"ст. Чермоз, пр. Сурикова, д. 13 к. 443, 511991",Авиа,ТрансЛогистик,2023-07-31 03:16:00,2023-08-02 19:16:00,Доставлено,530,299.92
10951,12177,4,"с. Домодедово, пр. Ермака, д. 6 стр. 30, 309471",Авиа,ТрансЛогистик,2023-07-30 15:44:00,2023-07-30 21:44:00,Доставлено,980,799.17
10952,12178,2,"ст. Элиста, ул. Прохладная, д. 4 стр. 5/5, 992905",Авиа,ТрансЛогистик,2023-08-02 13:01:00,2023-08-04 17:01:00,Доставлено,368,614.05
10953,12179,1,"д. Шелехов, алл. Р.Люксембург, д. 7/7 к. 97, 764936",ЖД,ТрансЛогистик,2023-07-22 05:45:00,2023-07-23 02:45:00,Доставлено,995,703.69
10954,12180,5,"к. Нефтеюганск, пер. Тихий, д. 126, 444773",Авиа,ТрансЛогистик,2023-05-11 21:45:00,2023-05-12 10:45:00,Доставлено,183,342.19
10955,12181,6,"ст. Внуково (метеост.), ш. Петровское, д. 204 стр. 1, 537746",Морской,ТрансЛогистик,2023-08-18 08:17:00,2023-08-19 00:17:00,Доставлено,308,291.77
10956,12182,1,"ст. Воронеж, ш. Огородное, д. 3, 249346",ЖД,ТрансЛогистик,2023-08-22 16:17:00,2023-08-23 00:17:00,Доставлено,576,521.04
10957,12183,8,"клх Екатеринбург, ул. Профсоюзная, д. 2/9 стр. 926, 765144",Авиа,ЭкспрессДоставка,2023-08-05 06:19:00,2023-08-05 10:19:00,Доставлено,386,307.87
10958,12184,4,"д. Элиста, ш. Кубанское, д. 4/6 стр. 127, 067361",Авиа,ЭкспрессДоставка,2023-01-14 20:38:00,2023-01-14 23:38:00,Доставлено,596,523.22
10959,12185,6,"клх Каспийск, алл. Коллективная, д. 929 к. 21, 910272",Грузовик,ЛогистикПро,2023-09-20 05:35:00,2023-09-20 16:35:00,Доставлено,15,19.06
10960,12186,1,"клх Верхний Уфалей, пер. Серафимовича, д. 93 стр. 5/7, 368239",Морской,ЭкспрессДоставка,2023-09-23 21:48:00,2023-09-24 14:48:00,Доставлено,245,261.14
10961,12187,10,"с. Ясный (Оренб.), пр. Ульянова, д. 2/2 стр. 9/6, 872974",Морской,ЛогистикПро,2023-01-07 10:40:00,2023-01-09 15:40:00,Доставлено,35,68.36
10962,12188,7,"г. Кисловодск, наб. Пирогова, д. 78 к. 9, 834652",Морской,ЛогистикПро,2023-06-29 17:48:00,2023-07-02 10:48:00,Доставлено,637,524.18
10963,12191,7,"п. Вологда, наб. Войкова, д. 402 стр. 9/9, 651622",Морской,ТрансЛогистик,2023-10-07 02:24:00,2023-10-09 08:24:00,Доставлено,552,597.41
