customer_id,customer_name,customer_type,segment,city,region
2065,Зинаида Рубеновна Голубева,Физическое лицо,B2C,Новосибирск,Сибирский
2066,Прокофий Бориславович Веселов,Физическое лицо,B2C,Нижний Новгород,Центральный
2067,Ситникова Ксения Сергеевна,Физическое лицо,B2C,Казань,Приволжский
2068,Зайцев Виктор Гордеевич,Физическое лицо,B2B,Нижний Новгород,Центральный
2069,Ирина Артемовна Филиппова,Физическое лицо,B2C,Нижний Новгород,Центральный
2070,Мефодий Жоресович Корнилов,Физическое лицо,B2C,Москва,Центральный
2071,"РАО «Козлов, Ларионов и Голубева»",Юридическое лицо,B2C,Владивосток,Дальневосточный
2072,ЗАО «Зайцева-Савельев»,Юридическое лицо,B2B,Санкт-Петербург,Северо-Западный
2073,Моисеев Софрон Игоревич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2074,ОАО «Молчанова Соловьев»,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
2075,Белозеров Борислав Авдеевич,Физическое лицо,B2C,Екатеринбург,Уральский
2076,НПО «Юдин»,Юридическое лицо,B2C,Калининград,Северо-Западный
2077,Кошелев Зосима Вилорович,Физическое лицо,B2B,Владивосток,Дальневосточный
2078,Евсеев Казимир Гордеевич,Физическое лицо,B2C,Казань,Приволжский
2079,Савельева Ирина Матвеевна,Физическое лицо,B2C,Екатеринбург,Уральский
2080,Назаров Афиноген Юлианович,Физическое лицо,B2C,Москва,Центральный
2081,Шестакова Фаина Леоновна,Физическое лицо,B2B,Казань,Приволжский
2082,Назарова Агата Юльевна,Физическое лицо,B2C,Калининград,Северо-Западный
2083,Шилова Фёкла Оскаровна,Физическое лицо,B2B,Казань,Приволжский
2084,Шашкова Елизавета Святославовна,Физическое лицо,B2C,Нижний Новгород,Центральный
2085,Лобанов Парфен Августович,Физическое лицо,B2C,Новосибирск,Сибирский
2086,Панфилова Анжела Павловна,Физическое лицо,B2C,Владивосток,Дальневосточный
2087,Зарубежнефть,Юридическое лицо,B2C,Казань,Приволжский
2088,ИП «Дмитриев Крылова»,Юридическое лицо,B2C,Москва,Центральный
2089,Евпраксия Макаровна Белоусова,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2090,Синклитикия Максимовна Дроздова,Физическое лицо,B2C,Сочи,Южный
2091,Гедеон Бориславович Быков,Физическое лицо,B2C,Москва,Центральный
2092,Шубин Мирон Артёмович,Физическое лицо,B2C,Краснодар,Южный
2093,Лазарев Авдей Даниилович,Физическое лицо,B2C,Нижний Новгород,Центральный
2094,РАО «Субботин Рыбакова»,Юридическое лицо,B2C,Нижний Новгород,Центральный
2095,ГВСУ по специальным объектам,Юридическое лицо,B2B,Казань,Приволжский
2096,"ОАО «Михайлов, Селиверстова и Назаров»",Юридическое лицо,B2C,Калининград,Северо-Западный
2097,НПО «Мартынова-Русакова»,Юридическое лицо,B2C,Сочи,Южный
2098,Нонна Болеславовна Котова,Физическое лицо,B2C,Екатеринбург,Уральский
2099,АО «Кошелев Субботин»,Юридическое лицо,B2C,Краснодар,Южный
2100,Абрамов Юлиан Изотович,Физическое лицо,B2C,Новосибирск,Сибирский
2101,Шарова Ия Яковлевна,Физическое лицо,B2B,Санкт-Петербург,Северо-Западный
2102,Эмилия Харитоновна Макарова,Физическое лицо,B2C,Сочи,Южный
2103,Мишин Добромысл Филиппович,Физическое лицо,B2C,Екатеринбург,Уральский
2104,Рожков Олег Дмитриевич,Физическое лицо,B2C,Нижний Новгород,Центральный
2105,Лобанова Анжелика Романовна,Физическое лицо,B2C,Москва,Центральный
2106,Акулина Константиновна Кузьмина,Физическое лицо,B2B,Краснодар,Южный
2107,Маргарита Ждановна Боброва,Физическое лицо,B2B,Калининград,Северо-Западный
2108,Евфросиния Васильевна Лобанова,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
2109,Эмиль Филатович Моисеев,Физическое лицо,B2B,Калининград,Северо-Западный
2110,Пахомов Фрол Викентьевич,Физическое лицо,B2C,Москва,Центральный
2111,Евгений Зиновьевич Воронов,Физическое лицо,VIP,Владивосток,Дальневосточный
2112,Ювеналий Адрианович Пономарев,Физическое лицо,B2B,Владивосток,Дальневосточный
2113,Лыткин Иларион Жоресович,Физическое лицо,B2C,Краснодар,Южный
2114,Виноградова Глафира Артемовна,Физическое лицо,B2B,Нижний Новгород,Центральный
2115,"ИП «Ситников, Силин и Сергеева»",Юридическое лицо,B2C,Калининград,Северо-Западный
2116,Никитин Ратмир Филатович,Физическое лицо,B2B,Краснодар,Южный
2117,Ираклий Богданович Ларионов,Физическое лицо,B2B,Нижний Новгород,Центральный
2118,г-н Евсеев Автоном Ефимович,Физическое лицо,B2C,Нижний Новгород,Центральный
2119,Азарий Бенедиктович Пахомов,Физическое лицо,B2B,Казань,Приволжский
2120,Глафира Алексеевна Максимова,Физическое лицо,B2C,Новосибирск,Сибирский
2121,Комацу СНГ (Komatsu),Юридическое лицо,B2C,Москва,Центральный
2122,Осипова Ираида Кирилловна,Физическое лицо,B2C,Екатеринбург,Уральский
2123,Евсей Фокич Васильев,Физическое лицо,B2C,Нижний Новгород,Центральный
2124,Шестакова Ксения Александровна,Физическое лицо,B2C,Новосибирск,Сибирский
2125,АО «Маслова Казакова»,Юридическое лицо,B2C,Новосибирск,Сибирский
2126,Комиссаров Групп,Юридическое лицо,B2C,Владивосток,Дальневосточный
2127,г-жа Шашкова Фёкла Харитоновна,Физическое лицо,B2C,Сочи,Южный
2128,Гордей Жоресович Уваров,Физическое лицо,B2C,Владивосток,Дальневосточный
2129,Афанасий Григорьевич Михайлов,Физическое лицо,B2B,Нижний Новгород,Центральный
2130,Носкова Евгения Натановна,Физическое лицо,B2C,Владивосток,Дальневосточный
2131,Мария Владиславовна Жукова,Физическое лицо,B2C,Нижний Новгород,Центральный
2132,Капустина Алевтина Захаровна,Физическое лицо,VIP,Краснодар,Южный
2133,НПО «Шестакова Макарова»,Юридическое лицо,B2C,Казань,Приволжский
2134,Сильвестр Григорьевич Галкин,Физическое лицо,B2C,Сочи,Южный
2135,Кононова Вероника Натановна,Физическое лицо,B2C,Казань,Приволжский
2136,Терентьева Майя Кузьминична,Физическое лицо,B2C,Сочи,Южный
2137,Лукина Регина Валериевна,Физическое лицо,B2C,Москва,Центральный
2138,ЗАО «Калашников»,Юридическое лицо,B2C,Калининград,Северо-Западный
2139,Ратмир Богданович Трофимов,Физическое лицо,B2B,Владивосток,Дальневосточный
2140,Гордеев Карл Григорьевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2141,АО «Дмитриев»,Юридическое лицо,B2C,Краснодар,Южный
2142,Кириллова Лидия Владимировна,Физическое лицо,B2C,Казань,Приволжский
2143,Гурьев Михей Евстигнеевич,Физическое лицо,B2C,Краснодар,Южный
2144,Егоров Эммануил Артёмович,Физическое лицо,B2C,Владивосток,Дальневосточный
2145,Орехов Филимон Адрианович,Физическое лицо,B2C,Сочи,Южный
2146,ООО «Алексеев»,Юридическое лицо,B2C,Краснодар,Южный
2147,Крылова Нонна Харитоновна,Физическое лицо,B2C,Екатеринбург,Уральский
2148,Воронцова Лимитед,Юридическое лицо,B2C,Москва,Центральный
2149,Волкова Инк,Юридическое лицо,B2B,Калининград,Северо-Западный
2150,Агафонова Юлия Рубеновна,Физическое лицо,B2B,Москва,Центральный
2151,Беспалова Наина Васильевна,Физическое лицо,B2B,Калининград,Северо-Западный
2152,Лариса Оскаровна Мухина,Физическое лицо,B2C,Нижний Новгород,Центральный
2153,Ангелина Валентиновна Турова,Физическое лицо,VIP,Нижний Новгород,Центральный
2154,Пономарев Прохор Тарасович,Физическое лицо,B2C,Краснодар,Южный
2155,Софон Трифонович Макаров,Физическое лицо,B2B,Нижний Новгород,Центральный
2156,АО «Филатова Турова»,Юридическое лицо,B2C,Нижний Новгород,Центральный
2157,Нестеров Бронислав Викентьевич,Физическое лицо,B2C,Екатеринбург,Уральский
2158,Турова Лукия Богдановна,Физическое лицо,B2B,Краснодар,Южный
2159,Куликов Тит Евсеевич,Физическое лицо,B2B,Краснодар,Южный
2160,Фомина Ия Вячеславовна,Физическое лицо,B2C,Владивосток,Дальневосточный
2161,РАО «Чернов Сазонова»,Юридическое лицо,B2C,Новосибирск,Сибирский
2162,тов. Лобанова Агата Оскаровна,Физическое лицо,B2C,Нижний Новгород,Центральный
2163,Баранов Елизар Борисович,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2164,ИП «Никонова Беспалов»,Юридическое лицо,B2C,Калининград,Северо-Западный
2165,Остап Авдеевич Сергеев,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2166,Лебедева Элеонора Альбертовна,Физическое лицо,VIP,Сочи,Южный
2167,Федот Авдеевич Козлов,Физическое лицо,VIP,Сочи,Южный
2168,Иванна Павловна Никифорова,Физическое лицо,B2C,Новосибирск,Сибирский
2169,Блинова Майя Богдановна,Физическое лицо,B2C,Казань,Приволжский
2170,Нифонт Фадеевич Кошелев,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
2171,Василиса Юрьевна Кузьмина,Физическое лицо,B2C,Краснодар,Южный
2172,Мария Сергеевна Доронина,Физическое лицо,B2C,Нижний Новгород,Центральный
2173,Варвара Геннадиевна Антонова,Физическое лицо,B2C,Москва,Центральный
2174,Святослав Абрамович Борисов,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2175,Миронова Марфа Ефимовна,Физическое лицо,B2C,Екатеринбург,Уральский
2176,ГК Транстехсервис,Юридическое лицо,B2C,Нижний Новгород,Центральный
2177,"ООО «Никифорова, Сидорова и Галкина»",Юридическое лицо,B2C,Екатеринбург,Уральский
2178,Элеонора Кузьминична Цветкова,Физическое лицо,B2C,Сочи,Южный
2179,Гусев Павел Исидорович,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2180,РАО «Овчинникова Агафонова»,Юридическое лицо,B2C,Сочи,Южный
2181,Федоров Герман Филимонович,Физическое лицо,VIP,Екатеринбург,Уральский
2182,Панфилова Людмила Владимировна,Физическое лицо,B2C,Нижний Новгород,Центральный
2183,Бобров Любомир Жоресович,Физическое лицо,B2C,Владивосток,Дальневосточный
2184,Т2 РТК Холдинг,Юридическое лицо,B2C,Сочи,Южный
2185,Панфил Тихонович Зыков,Физическое лицо,VIP,Владивосток,Дальневосточный
2186,Оксана Филипповна Гусева,Физическое лицо,B2C,Новосибирск,Сибирский
2187,ИП «Молчанов»,Юридическое лицо,B2B,Екатеринбург,Уральский
2188,Смирнов Селиверст Ерофеевич,Физическое лицо,B2C,Москва,Центральный
2189,Герасимова Варвара Львовна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2190,Фирс Феоктистович Гущин,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2191,ПСМА Рус,Юридическое лицо,B2B,Калининград,Северо-Западный
2192,НПО «Николаева»,Юридическое лицо,B2C,Нижний Новгород,Центральный
2193,Зиновьева Лтд,Юридическое лицо,B2C,Казань,Приволжский
2194,Сафонов Милован Филимонович,Физическое лицо,VIP,Владивосток,Дальневосточный
2195,Елизавета Тимуровна Александрова,Физическое лицо,B2C,Казань,Приволжский
2196,Субботин Аверкий Владиленович,Физическое лицо,B2C,Краснодар,Южный
2197,Ермакова Марина Геннадиевна,Физическое лицо,VIP,Сочи,Южный
2198,Элеонора Ивановна Ларионова,Физическое лицо,B2C,Владивосток,Дальневосточный
2199,Назарова Жанна Константиновна,Физическое лицо,B2C,Сочи,Южный
2200,Князев Устин Вилорович,Физическое лицо,B2B,Владивосток,Дальневосточный
2201,Конон Харламович Меркушев,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2202,Ширяева Лукия Станиславовна,Физическое лицо,B2B,Владивосток,Дальневосточный
2203,Наталья Эльдаровна Фокина,Физическое лицо,B2C,Новосибирск,Сибирский
2204,ГК Фаворит Моторс,Юридическое лицо,B2C,Сочи,Южный
2205,ИП «Коновалова»,Юридическое лицо,B2B,Москва,Центральный
2206,Милан Гордеевич Журавлев,Физическое лицо,B2C,Екатеринбург,Уральский
2207,Елена Геннадьевна Соколова,Физическое лицо,B2C,Москва,Центральный
2208,Панов Исидор Борисович,Физическое лицо,B2C,Казань,Приволжский
2209,Моисеева Нинель Афанасьевна,Физическое лицо,B2B,Калининград,Северо-Западный
2210,ИКЕА Дом (INGKA),Юридическое лицо,B2C,Владивосток,Дальневосточный
2211,ОАО «Беляева-Авдеева»,Юридическое лицо,B2C,Владивосток,Дальневосточный
2212,ЗАО «Симонова-Миронов»,Юридическое лицо,B2B,Екатеринбург,Уральский
2213,Сысоев Авксентий Ефремович,Физическое лицо,VIP,Новосибирск,Сибирский
2214,Евсей Ерофеевич Наумов,Физическое лицо,B2C,Нижний Новгород,Центральный
2215,Воробьева Раиса Никифоровна,Физическое лицо,B2C,Краснодар,Южный
2216,Самойлова Агата Михайловна,Физическое лицо,B2C,Сочи,Южный
2217,Никандр Иларионович Кузнецов,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2218,Евдокимов Клавдий Федосеевич,Физическое лицо,VIP,Екатеринбург,Уральский
2219,ИП «Лихачев Костина»,Юридическое лицо,B2B,Калининград,Северо-Западный
2220,Воронов Велимир Ефстафьевич,Физическое лицо,B2C,Нижний Новгород,Центральный
2221,Туров Измаил Гордеевич,Физическое лицо,B2C,Владивосток,Дальневосточный
2222,Устинова Алла Юрьевна,Физическое лицо,B2C,Москва,Центральный
2223,А-Ойл,Юридическое лицо,B2C,Новосибирск,Сибирский
2224,Мирослав Богданович Субботин,Физическое лицо,B2C,Владивосток,Дальневосточный
2225,Лихачева Зинаида Дмитриевна,Физическое лицо,B2C,Москва,Центральный
2226,Логинов Групп,Юридическое лицо,B2C,Калининград,Северо-Западный
2227,ООО «Кабанов Рыбакова»,Юридическое лицо,B2C,Казань,Приволжский
2228,Веселов Карл Бенедиктович,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2229,Алексеева Инкорпорэйтед,Юридическое лицо,B2B,Екатеринбург,Уральский
2230,АО «Муравьева Селезнев»,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
2231,Андреева Инкорпорэйтед,Юридическое лицо,B2C,Казань,Приволжский
2232,Уваров Ерофей Витальевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2233,Кошелева Регина Руслановна,Физическое лицо,B2C,Москва,Центральный
2234,Сергеева Виктория Эдуардовна,Физическое лицо,B2C,Казань,Приволжский
2235,"ЗАО «Кудряшов, Сергеева и Лобанова»",Юридическое лицо,B2C,Владивосток,Дальневосточный
2236,Баранова Варвара Алексеевна,Физическое лицо,B2C,Москва,Центральный
2237,ММС Рус (Mitsubishi Motors),Юридическое лицо,B2C,Екатеринбург,Уральский
2238,"ЗАО «Дорофеев, Бирюков и Дмитриева»",Юридическое лицо,B2B,Краснодар,Южный
2239,Ермолай Филимонович Соколов,Физическое лицо,B2C,Владивосток,Дальневосточный
2240,Уваров Бронислав Викторович,Физическое лицо,B2C,Москва,Центральный
2241,АО «Селезнев»,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
2242,Воронова Татьяна Петровна,Физическое лицо,B2C,Владивосток,Дальневосточный
2243,Карпова Антонина Станиславовна,Физическое лицо,B2C,Новосибирск,Сибирский
2244,Симонов Герман Феодосьевич,Физическое лицо,B2C,Нижний Новгород,Центральный
2245,Прокофий Владиславович Жуков,Физическое лицо,B2B,Новосибирск,Сибирский
2246,Захар Ермолаевич Дементьев,Физическое лицо,B2B,Екатеринбург,Уральский
2247,"ЗАО «Калинин, Молчанова и Власов»",Юридическое лицо,B2B,Краснодар,Южный
2248,Бобылева Маргарита Максимовна,Физическое лицо,B2C,Новосибирск,Сибирский
2249,ЗАО «Кошелева-Лукина»,Юридическое лицо,B2C,Казань,Приволжский
2250,Анжелика Робертовна Васильева,Физическое лицо,B2C,Москва,Центральный
2251,Лариса Сергеевна Ершова,Физическое лицо,B2C,Екатеринбург,Уральский
2252,Фадей Жоресович Пестов,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2253,Мария Степановна Сидорова,Физическое лицо,B2B,Краснодар,Южный
2254,Лидия Сергеевна Сафонова,Физическое лицо,B2C,Казань,Приволжский
2255,Марина Ильинична Герасимова,Физическое лицо,B2B,Владивосток,Дальневосточный
2256,Федосеев Аникей Чеславович,Физическое лицо,B2C,Москва,Центральный
2257,Арсений Эдгардович Шилов,Физическое лицо,B2C,Новосибирск,Сибирский
2258,Якушев Изот Захарьевич,Физическое лицо,B2C,Казань,Приволжский
2259,Савелий Харламович Бирюков,Физическое лицо,B2B,Сочи,Южный
2260,Калинин Валерьян Измаилович,Физическое лицо,B2C,Казань,Приволжский
2261,Сигизмунд Харлампович Белов,Физическое лицо,VIP,Нижний Новгород,Центральный
2262,Вишнякова Василиса Захаровна,Физическое лицо,B2C,Москва,Центральный
2263,Зыков Ульян Эдгарович,Физическое лицо,B2B,Нижний Новгород,Центральный
2264,ЗАО «Макаров-Иванова»,Юридическое лицо,B2C,Екатеринбург,Уральский
2265,"НПО «Зуев, Молчанова и Борисов»",Юридическое лицо,B2C,Екатеринбург,Уральский
2266,Януарий Жанович Горбунов,Физическое лицо,B2C,Владивосток,Дальневосточный
2267,Феликс Аверьянович Пономарев,Физическое лицо,VIP,Краснодар,Южный
2268,Евсеева Зоя Сергеевна,Физическое лицо,B2B,Краснодар,Южный
2269,РАО «Комиссарова Кириллов»,Юридическое лицо,B2C,Новосибирск,Сибирский
2270,Лебедев Аскольд Арсенович,Физическое лицо,B2C,Москва,Центральный
2271,Жукова Зоя Тимофеевна,Физическое лицо,VIP,Екатеринбург,Уральский
2272,София Кузьминична Сидорова,Физическое лицо,B2C,Екатеринбург,Уральский
2273,Зуева Ксения Ждановна,Физическое лицо,B2B,Казань,Приволжский
2274,Яндекс,Юридическое лицо,B2C,Новосибирск,Сибирский
2275,Кира Альбертовна Ермакова,Физическое лицо,VIP,Казань,Приволжский
2276,Станислав Афанасьевич Колобов,Физическое лицо,B2C,Нижний Новгород,Центральный
2277,Лебедева Полина Львовна,Физическое лицо,B2C,Екатеринбург,Уральский
2278,Носков Ладислав Трофимович,Физическое лицо,VIP,Казань,Приволжский
2279,Агата Васильевна Лапина,Физическое лицо,B2C,Екатеринбург,Уральский
2280,Шаров Евлампий Ефимьевич,Физическое лицо,B2C,Калининград,Северо-Западный
2281,Григорий Еремеевич Евдокимов,Физическое лицо,B2C,Нижний Новгород,Центральный
2282,Беляев Геннадий Валерьевич,Физическое лицо,B2C,Сочи,Южный
2283,Трубная грузовая компания,Юридическое лицо,VIP,Москва,Центральный
2284,Морозова Лимитед,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
2285,Клавдия Робертовна Новикова,Физическое лицо,B2C,Владивосток,Дальневосточный
2286,Алина Вячеславовна Григорьева,Физическое лицо,B2B,Сочи,Южный
2287,Системный оператор Единой энергетической системы,Юридическое лицо,VIP,Краснодар,Южный
2288,ИП «Марков»,Юридическое лицо,B2B,Санкт-Петербург,Северо-Западный
2289,Ульяна Олеговна Казакова,Физическое лицо,B2B,Сочи,Южный
2290,Блохина Татьяна Владимировна,Физическое лицо,B2C,Новосибирск,Сибирский
2291,Баранова Синклитикия Львовна,Физическое лицо,B2C,Новосибирск,Сибирский
2292,АО «Сазонова Брагин»,Юридическое лицо,B2C,Москва,Центральный
2293,Кононова Агафья Робертовна,Физическое лицо,B2C,Нижний Новгород,Центральный
2294,Тетерина Людмила Геннадиевна,Физическое лицо,B2C,Екатеринбург,Уральский
2295,Кир Захарьевич Комиссаров,Физическое лицо,B2B,Сочи,Южный
2296,Аэрофлот — Российские авиалинии,Юридическое лицо,VIP,Владивосток,Дальневосточный
2297,Вацлав Игоревич Крюков,Физическое лицо,B2C,Владивосток,Дальневосточный
2298,Рябов Эрнест Филиппович,Физическое лицо,B2C,Сочи,Южный
2299,Назарова Елизавета Натановна,Физическое лицо,B2B,Нижний Новгород,Центральный
2300,Аристарх Игнатьевич Михеев,Физическое лицо,B2C,Сочи,Южный
2301,Григорьева Эмилия Анатольевна,Физическое лицо,B2C,Владивосток,Дальневосточный
2302,Зайцева Зинаида Егоровна,Физическое лицо,B2C,Калининград,Северо-Западный
2303,Харлампий Антипович Копылов,Физическое лицо,B2C,Краснодар,Южный
2304,Елизавета Петровна Куликова,Физическое лицо,B2C,Екатеринбург,Уральский
2305,Евдокия Харитоновна Давыдова,Физическое лицо,B2C,Екатеринбург,Уральский
2306,Ангелина Макаровна Мишина,Физическое лицо,B2B,Краснодар,Южный
2307,Людмила Георгиевна Архипова,Физическое лицо,B2B,Калининград,Северо-Западный
2308,Беляков Леонтий Захарьевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2309,Кулагин Дмитрий Архипович,Физическое лицо,B2C,Екатеринбург,Уральский
2310,Варлаам Трифонович Костин,Физическое лицо,B2C,Краснодар,Южный
2311,Аверкий Ермолаевич Ермаков,Физическое лицо,B2C,Новосибирск,Сибирский
2312,Лыткина Алевтина Владиславовна,Физическое лицо,B2B,Казань,Приволжский
2313,Геннадий Иосипович Кошелев,Физическое лицо,B2C,Владивосток,Дальневосточный
2314,Аггей Тихонович Тихонов,Физическое лицо,B2C,Казань,Приволжский
2315,ОАО «Лебедева»,Юридическое лицо,B2C,Нижний Новгород,Центральный
2316,Хохлов Панкратий Ефимович,Физическое лицо,B2C,Калининград,Северо-Западный
2317,НПО «Мартынов Крюков»,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
2318,Носов Андрей Чеславович,Физическое лицо,B2C,Казань,Приволжский
2319,Прохорова Прасковья Павловна,Физическое лицо,B2C,Калининград,Северо-Западный
2320,Стрелкова Мария Робертовна,Физическое лицо,B2B,Калининград,Северо-Западный
2321,Гурьева Любовь Мироновна,Физическое лицо,B2C,Сочи,Южный
2322,ЗАО «Филиппов»,Юридическое лицо,B2B,Нижний Новгород,Центральный
2323,"ООО «Агафонова, Романов и Стрелкова»",Юридическое лицо,B2C,Калининград,Северо-Западный
2324,Вениамин Филимонович Доронин,Физическое лицо,B2C,Новосибирск,Сибирский
2325,Кузнецов Лимитед,Юридическое лицо,B2B,Москва,Центральный
2326,Орест Юльевич Веселов,Физическое лицо,B2C,Сочи,Южный
2327,Васильева Лтд,Юридическое лицо,B2C,Екатеринбург,Уральский
2328,Изот Владиславович Беляков,Физическое лицо,B2C,Нижний Новгород,Центральный
2329,Сысоев Клавдий Гаврилович,Физическое лицо,B2B,Владивосток,Дальневосточный
2330,Евпраксия Рудольфовна Наумова,Физическое лицо,B2C,Екатеринбург,Уральский
2331,Богданов Самсон Артёмович,Физическое лицо,VIP,Новосибирск,Сибирский
2332,Сысоева Александра Тимофеевна,Физическое лицо,B2C,Нижний Новгород,Центральный
2333,Фадеева Екатерина Болеславовна,Физическое лицо,B2C,Сочи,Южный
2334,Ильин Лукьян Венедиктович,Физическое лицо,B2B,Владивосток,Дальневосточный
2335,ИП «Смирнов-Панфилова»,Юридическое лицо,B2B,Казань,Приволжский
2336,Козлова Пелагея Рубеновна,Физическое лицо,B2C,Новосибирск,Сибирский
2337,Карл Федосьевич Баранов,Физическое лицо,B2C,Калининград,Северо-Западный
2338,Екатерина Николаевна Данилова,Физическое лицо,B2C,Москва,Центральный
2339,ЗАО «Мишин-Молчанова»,Юридическое лицо,B2C,Казань,Приволжский
2340,Комиссаров Исидор Филатович,Физическое лицо,B2B,Краснодар,Южный
2341,Милован Яковлевич Елисеев,Физическое лицо,B2C,Новосибирск,Сибирский
2342,Петухова Татьяна Юльевна,Физическое лицо,B2C,Нижний Новгород,Центральный
2343,Лихачев Глеб Бенедиктович,Физическое лицо,B2C,Казань,Приволжский
2344,Ольга Олеговна Родионова,Физическое лицо,B2C,Калининград,Северо-Западный
2345,Богданов Мирон Адамович,Физическое лицо,B2C,Нижний Новгород,Центральный
2346,Белов Тарас Фомич,Физическое лицо,B2B,Краснодар,Южный
2347,Королева Анжелика Егоровна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2348,ЗАО «Овчинникова Комаров»,Юридическое лицо,B2C,Екатеринбург,Уральский
2349,Аникей Даниилович Громов,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2350,Сила Алексеевич Федоров,Физическое лицо,B2C,Москва,Центральный
2351,Кирилл Елисеевич Ефимов,Физическое лицо,B2B,Новосибирск,Сибирский
2352,Николаев Константин Федотович,Физическое лицо,VIP,Сочи,Южный
2353,Давыдов Гостомысл Анатольевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2354,Харитонова Лариса Антоновна,Физическое лицо,VIP,Екатеринбург,Уральский
2355,Красильникова Евгения Тарасовна,Физическое лицо,B2C,Новосибирск,Сибирский
2356,"АО «Вишнякова, Горбачева и Сазонов»",Юридическое лицо,B2C,Сочи,Южный
2357,Евфросиния Рудольфовна Носкова,Физическое лицо,VIP,Краснодар,Южный
2358,Пров Артурович Елисеев,Физическое лицо,B2B,Владивосток,Дальневосточный
2359,Виктория Васильевна Родионова,Физическое лицо,B2C,Сочи,Южный
2360,Андреев Вацлав Эдгардович,Физическое лицо,B2B,Краснодар,Южный
2361,БАСФ (BASF),Юридическое лицо,B2C,Краснодар,Южный
2362,ОАО «Данилова-Жданов»,Юридическое лицо,B2C,Краснодар,Южный
2363,Самойлов Мартьян Матвеевич,Физическое лицо,B2C,Владивосток,Дальневосточный
2364,Наталья Эдуардовна Лапина,Физическое лицо,B2B,Калининград,Северо-Западный
2365,Роман Валентинович Кулаков,Физическое лицо,B2B,Сочи,Южный
2366,Лавр Чеславович Белов,Физическое лицо,B2C,Краснодар,Южный
2367,Авксентий Тимурович Лебедев,Физическое лицо,B2C,Сочи,Южный
2368,Сильвестр Всеволодович Титов,Физическое лицо,B2C,Москва,Центральный
2369,Филиппов Моисей Владиславович,Физическое лицо,B2B,Калининград,Северо-Западный
2370,ОАО «Потапов»,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
2371,Тимофеев Никон Елизарович,Физическое лицо,B2B,Екатеринбург,Уральский
2372,НПО «Аксенов»,Юридическое лицо,B2C,Нижний Новгород,Центральный
2373,Одинцов Олимпий Адрианович,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2374,г-жа Гусева Агата Семеновна,Физическое лицо,B2B,Новосибирск,Сибирский
2375,Никифор Яковлевич Комиссаров,Физическое лицо,B2C,Нижний Новгород,Центральный
2376,Ладимир Давыдович Гущин,Физическое лицо,B2C,Владивосток,Дальневосточный
2377,Василиса Юльевна Хохлова,Физическое лицо,B2B,Екатеринбург,Уральский
2378,Элеонора Альбертовна Сысоева,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2379,Жанна Ефимовна Васильева,Физическое лицо,B2C,Владивосток,Дальневосточный
2380,Василиса Ефимовна Колобова,Физическое лицо,B2C,Нижний Новгород,Центральный
2381,Олимпиада Сергеевна Лукина,Физическое лицо,B2B,Владивосток,Дальневосточный
2382,Громова Ангелина Тимуровна,Физическое лицо,B2B,Сочи,Южный
2383,Соловьева Таисия Александровна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
2384,Святослав Тимурович Белоусов,Физическое лицо,B2C,Новосибирск,Сибирский
2385,Михеева Людмила Ильинична,Физическое лицо,B2C,Москва,Центральный
2386,Игнатий Фёдорович Романов,Физическое лицо,B2C,Казань,Приволжский
2387,Федотова Маргарита Болеславовна,Физическое лицо,B2B,Нижний Новгород,Центральный
2388,Мариан Ярославович Ефремов,Физическое лицо,B2C,Нижний Новгород,Центральный
2389,Колобова Виктория Ефимовна,Физическое лицо,B2B,Санкт-Петербург,Северо-Западный
2390,Герасимова Марина Святославовна,Физическое лицо,B2C,Москва,Центральный
2391,Владислав Анисимович Исаев,Физическое лицо,B2C,Новосибирск,Сибирский
